[2024-03-11 11:10:57,247]16 root-INFO-Main code is starting
[2024-03-25 11:55:49,054]96 werkzeug-INFO-127.0.0.1 - - [25/Mar/2024 11:55:49] "GET / HTTP/1.1" 200 -
[2024-03-25 11:56:08,756]96 werkzeug-INFO-127.0.0.1 - - [25/Mar/2024 11:56:08] "GET /predictdata HTTP/1.1" 200 -
[2024-03-25 11:57:00,420]96 werkzeug-INFO-127.0.0.1 - - [25/Mar/2024 11:57:00] "[33mGET /GET%20/predictdata%20HTTP/1.1 HTTP/1.1[0m" 404 -
[2024-03-25 11:59:25,155]96 werkzeug-INFO-127.0.0.1 - - [25/Mar/2024 11:59:25] "GET /predictdata HTTP/1.1" 200 -
[2024-03-25 11:59:31,839]96 werkzeug-INFO-127.0.0.1 - - [25/Mar/2024 11:59:31] "GET /predictdata HTTP/1.1" 200 -
[2024-03-25 12:20:19,361]96 werkzeug-INFO- * Detected change in 'E:\\githubprectiece\\app.py', reloading
[2024-03-25 12:20:19,401]96 werkzeug-INFO- * Detected change in 'E:\\githubprectiece\\app.py', reloading
[2024-03-25 12:20:19,486]96 werkzeug-INFO- * Detected change in 'E:\\githubprectiece\\app.py', reloading
[2024-03-25 12:20:20,306]96 werkzeug-INFO- * Restarting with stat
[2024-03-25 12:20:20,336]96 werkzeug-INFO- * Restarting with stat
[2024-03-25 12:20:20,484]96 werkzeug-INFO- * Restarting with stat
[2024-03-25 12:20:26,648]96 werkzeug-WARNING- * Debugger is active!
[2024-03-25 12:20:26,672]96 werkzeug-WARNING- * Debugger is active!
[2024-03-25 12:20:26,680]96 werkzeug-INFO- * Debugger PIN: 928-124-835
[2024-03-25 12:20:26,696]96 werkzeug-INFO- * Debugger PIN: 928-124-835
[2024-03-25 12:20:26,800]96 werkzeug-WARNING- * Debugger is active!
[2024-03-25 12:20:26,816]96 werkzeug-INFO- * Debugger PIN: 928-124-835
[2024-03-27 08:47:40,245]96 werkzeug-INFO-[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://192.168.10.22:5000
[2024-03-27 08:47:40,245]96 werkzeug-INFO-[33mPress CTRL+C to quit[0m
[2024-03-27 08:51:00,624]96 werkzeug-INFO-[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://192.168.10.22:5000
[2024-03-27 08:51:00,624]96 werkzeug-INFO-[33mPress CTRL+C to quit[0m
[2024-03-27 08:51:00,624]96 werkzeug-INFO- * Restarting with stat
[2024-03-27 08:51:03,332]96 werkzeug-WARNING- * Debugger is active!
[2024-03-27 08:51:03,356]96 werkzeug-INFO- * Debugger PIN: 928-124-835
[2024-03-27 08:51:27,076]96 werkzeug-INFO-192.168.10.22 - - [27/Mar/2024 08:51:27] "GET / HTTP/1.1" 200 -
[2024-03-27 08:51:27,143]96 werkzeug-INFO-192.168.10.22 - - [27/Mar/2024 08:51:27] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
[2024-03-27 08:52:25,038]96 werkzeug-INFO-192.168.10.22 - - [27/Mar/2024 08:52:25] "GET /predictdata HTTP/1.1" 200 -
[2024-03-27 08:53:15,096]828 application-ERROR-Exception on /predictdata [POST]
Traceback (most recent call last):
  File "e:\githubprectiece\src\pipeline\predict_pipeline.py", line 13, in predict
    model_path=os.path.join("artifacts","model.pkl")
               ^^
NameError: name 'os' is not defined. Did you forget to import 'os'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 1463, in wsgi_app
    response = self.full_dispatch_request()
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 872, in full_dispatch_request
    rv = self.handle_user_exception(e)
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 870, in full_dispatch_request
    rv = self.dispatch_request()
         ^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 855, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\application.py", line 39, in predict_datapoint
    results=predict_pipeline.predict(pred_df)
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\src\pipeline\predict_pipeline.py", line 24, in predict
    raise CustomException(e,sys)
          ^^^^^^^^^^^^^^^^^^^^^^
TypeError: CustomException.__init__() takes 1 positional argument but 3 were given
[2024-03-27 08:53:15,096]96 werkzeug-INFO-192.168.10.22 - - [27/Mar/2024 08:53:15] "[35m[1mPOST /predictdata HTTP/1.1[0m" 500 -
[2024-03-27 08:53:44,700]828 application-ERROR-Exception on /predictdata [POST]
Traceback (most recent call last):
  File "e:\githubprectiece\src\pipeline\predict_pipeline.py", line 13, in predict
    model_path=os.path.join("artifacts","model.pkl")
               ^^
NameError: name 'os' is not defined. Did you forget to import 'os'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 1463, in wsgi_app
    response = self.full_dispatch_request()
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 872, in full_dispatch_request
    rv = self.handle_user_exception(e)
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 870, in full_dispatch_request
    rv = self.dispatch_request()
         ^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 855, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\application.py", line 39, in predict_datapoint
    results=predict_pipeline.predict(pred_df)
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\src\pipeline\predict_pipeline.py", line 24, in predict
    raise CustomException(e,sys)
          ^^^^^^^^^^^^^^^^^^^^^^
TypeError: CustomException.__init__() takes 1 positional argument but 3 were given
[2024-03-27 08:53:44,700]96 werkzeug-INFO-192.168.10.22 - - [27/Mar/2024 08:53:44] "[35m[1mPOST /predictdata HTTP/1.1[0m" 500 -
[2024-03-27 08:57:49,772]828 application-ERROR-Exception on /predictdata [POST]
Traceback (most recent call last):
  File "e:\githubprectiece\src\pipeline\predict_pipeline.py", line 13, in predict
    model_path=os.path.join("artifacts","model.pkl")
               ^^
NameError: name 'os' is not defined. Did you forget to import 'os'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 1463, in wsgi_app
    response = self.full_dispatch_request()
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 872, in full_dispatch_request
    rv = self.handle_user_exception(e)
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 870, in full_dispatch_request
    rv = self.dispatch_request()
         ^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 855, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\application.py", line 39, in predict_datapoint
    results=predict_pipeline.predict(pred_df)
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\src\pipeline\predict_pipeline.py", line 24, in predict
    raise CustomException(e,sys)
          ^^^^^^^^^^^^^^^^^^^^^^
TypeError: CustomException.__init__() takes 1 positional argument but 3 were given
[2024-03-27 08:57:49,772]96 werkzeug-INFO-192.168.10.22 - - [27/Mar/2024 08:57:49] "[35m[1mPOST /predictdata HTTP/1.1[0m" 500 -
[2024-03-27 08:58:03,371]828 application-ERROR-Exception on /predictdata [POST]
Traceback (most recent call last):
  File "e:\githubprectiece\src\pipeline\predict_pipeline.py", line 13, in predict
    model_path=os.path.join("artifacts","model.pkl")
               ^^
NameError: name 'os' is not defined. Did you forget to import 'os'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 1463, in wsgi_app
    response = self.full_dispatch_request()
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 872, in full_dispatch_request
    rv = self.handle_user_exception(e)
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 870, in full_dispatch_request
    rv = self.dispatch_request()
         ^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 855, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\application.py", line 39, in predict_datapoint
    results=predict_pipeline.predict(pred_df)
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\src\pipeline\predict_pipeline.py", line 24, in predict
    raise CustomException(e,sys)
          ^^^^^^^^^^^^^^^^^^^^^^
TypeError: CustomException.__init__() takes 1 positional argument but 3 were given
[2024-03-27 08:58:03,371]96 werkzeug-INFO-192.168.10.22 - - [27/Mar/2024 08:58:03] "[35m[1mPOST /predictdata HTTP/1.1[0m" 500 -
[2024-03-27 08:58:11,662]96 werkzeug-INFO-192.168.10.22 - - [27/Mar/2024 08:58:11] "GET /predictdata HTTP/1.1" 200 -
[2024-03-27 09:09:24,999]828 application-ERROR-Exception on /predictdata [POST]
Traceback (most recent call last):
  File "e:\githubprectiece\src\pipeline\predict_pipeline.py", line 13, in predict
    model_path=os.path.join("artifacts","model.pkl")
               ^^
NameError: name 'os' is not defined. Did you forget to import 'os'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 1463, in wsgi_app
    response = self.full_dispatch_request()
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 872, in full_dispatch_request
    rv = self.handle_user_exception(e)
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 870, in full_dispatch_request
    rv = self.dispatch_request()
         ^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\myenv\Lib\site-packages\flask\app.py", line 855, in dispatch_request
    return self.ensure_sync(self.view_functions[rule.endpoint])(**view_args)  # type: ignore[no-any-return]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\application.py", line 39, in predict_datapoint
    results=predict_pipeline.predict(pred_df)
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "e:\githubprectiece\src\pipeline\predict_pipeline.py", line 24, in predict
    raise CustomException(e,sys)
          ^^^^^^^^^^^^^^^^^^^^^^
TypeError: CustomException.__init__() takes 1 positional argument but 3 were given
[2024-03-27 09:09:25,005]96 werkzeug-INFO-192.168.10.22 - - [27/Mar/2024 09:09:25] "[35m[1mPOST /predictdata HTTP/1.1[0m" 500 -
